,Unnamed: 0,lat,lng,datetime,uid,date,time,tile_ID,year,month,day,hour,newTime,time_hour,day_of_week,day_name,value
21376,21376,39.99058,116.330033,2009-09-02 10:57:00,35,09/02/2009,2021-09-18 10:57:13,63,2009,2,9,10,2009-09-02 10:00:00,10:00:00,0,Weekend,1
21377,21377,40.013501,116.29652,2009-09-02 13:44:00,35,09/02/2009,2021-09-18 13:44:23,63,2009,2,9,13,2009-09-02 13:00:00,13:00:00,0,Weekend,1
21378,21378,40.016367,116.30995,2009-09-02 21:59:00,35,09/02/2009,2021-09-18 21:59:56,63,2009,2,9,21,2009-09-02 21:00:00,21:00:00,0,Weekend,1
21379,21379,39.982002,116.320926,2009-09-02 22:13:00,35,09/02/2009,2021-09-18 22:13:46,63,2009,2,9,22,2009-09-02 22:00:00,22:00:00,0,Weekend,1
21432,21432,40.02992,116.358085,2009-02-15 01:59:00,35,15/02/2009,2021-09-18 01:59:58,63,2009,2,15,1,2009-02-15 01:00:00,01:00:00,6,Weekend,1
21433,21433,40.030329,116.360497,2009-02-15 02:00:00,35,15/02/2009,2021-09-18 02:00:58,78,2009,2,15,2,2009-02-15 02:00:00,02:00:00,6,Weekend,1
21434,21434,40.030361,116.360122,2009-02-15 02:03:00,35,15/02/2009,2021-09-18 02:03:43,63,2009,2,15,2,2009-02-15 02:00:00,02:00:00,6,Weekend,1
21435,21435,40.02433,116.307188,2009-02-15 05:59:00,35,15/02/2009,2021-09-18 05:59:58,63,2009,2,15,5,2009-02-15 05:00:00,05:00:00,6,Weekend,1
21436,21436,40.013435,116.296515,2009-02-15 06:29:00,35,15/02/2009,2021-09-18 06:29:53,63,2009,2,15,6,2009-02-15 06:00:00,06:00:00,6,Weekend,1
21437,21437,39.9904,116.330015,2009-02-15 09:47:00,35,15/02/2009,2021-09-18 09:47:04,63,2009,2,15,9,2009-02-15 09:00:00,09:00:00,6,Weekend,1
21438,21438,39.990934,116.330036,2009-02-15 10:05:00,35,15/02/2009,2021-09-18 10:05:59,63,2009,2,15,10,2009-02-15 10:00:00,10:00:00,6,Weekend,1
21439,21439,40.013994,116.299125,2009-02-15 13:59:00,35,15/02/2009,2021-09-18 13:59:59,63,2009,2,15,13,2009-02-15 13:00:00,13:00:00,6,Weekend,1
21440,21440,40.013531,116.296465,2009-02-15 14:06:00,35,15/02/2009,2021-09-18 14:06:39,63,2009,2,15,14,2009-02-15 14:00:00,14:00:00,6,Weekend,1
21441,21441,40.009785,116.312635,2009-02-15 21:59:00,35,15/02/2009,2021-09-18 21:59:59,63,2009,2,15,21,2009-02-15 21:00:00,21:00:00,6,Weekend,1
21442,21442,39.981647,116.320986,2009-02-15 22:11:00,35,15/02/2009,2021-09-18 22:11:49,63,2009,2,15,22,2009-02-15 22:00:00,22:00:00,6,Weekend,1
21443,21443,39.982381,116.326854,2009-02-16 00:42:00,35,16/02/2009,2021-09-18 00:42:23,63,2009,2,16,0,2009-02-16 00:00:00,00:00:00,0,Weekend,1
21444,21444,39.981322,116.308361,2009-02-16 01:50:00,35,16/02/2009,2021-09-18 01:50:08,63,2009,2,16,1,2009-02-16 01:00:00,01:00:00,0,Weekend,1
21445,21445,39.978193,116.300606,2009-02-16 02:55:00,35,16/02/2009,2021-09-18 02:55:18,63,2009,2,16,2,2009-02-16 02:00:00,02:00:00,0,Weekend,1
21446,21446,39.976518,116.310653,2009-02-16 05:59:00,35,16/02/2009,2021-09-18 05:59:59,63,2009,2,16,5,2009-02-16 05:00:00,05:00:00,0,Weekend,1
21447,21447,39.980096,116.321182,2009-02-16 06:59:00,35,16/02/2009,2021-09-18 06:59:58,63,2009,2,16,6,2009-02-16 06:00:00,06:00:00,0,Weekend,1
21448,21448,39.981699,116.320818,2009-02-16 07:47:00,35,16/02/2009,2021-09-18 07:47:43,63,2009,2,16,7,2009-02-16 07:00:00,07:00:00,0,Weekend,1
21449,21449,39.982037,116.320655,2009-02-16 09:41:00,35,16/02/2009,2021-09-18 09:41:58,63,2009,2,16,9,2009-02-16 09:00:00,09:00:00,0,Weekend,1
21450,21450,39.991883,116.325694,2009-02-16 10:59:00,35,16/02/2009,2021-09-18 10:59:58,63,2009,2,16,10,2009-02-16 10:00:00,10:00:00,0,Weekend,1
21451,21451,39.990566,116.330286,2009-02-16 11:03:00,35,16/02/2009,2021-09-18 11:03:58,63,2009,2,16,11,2009-02-16 11:00:00,11:00:00,0,Weekend,1
21452,21452,40.013473,116.296475,2009-02-16 13:41:00,35,16/02/2009,2021-09-18 13:41:43,63,2009,2,16,13,2009-02-16 13:00:00,13:00:00,0,Weekend,1
21453,21453,40.016145,116.310141,2009-02-16 21:59:00,35,16/02/2009,2021-09-18 21:59:57,63,2009,2,16,21,2009-02-16 21:00:00,21:00:00,0,Weekend,1
21454,21454,39.981867,116.320749,2009-02-16 22:16:00,35,16/02/2009,2021-09-18 22:16:57,63,2009,2,16,22,2009-02-16 22:00:00,22:00:00,0,Weekend,1
21494,21494,40.030446,116.360502,2009-02-22 04:58:00,35,22/02/2009,2021-09-18 04:58:04,78,2009,2,22,4,2009-02-22 04:00:00,04:00:00,6,Weekend,1
21495,21495,40.030139,116.360048,2009-02-22 04:59:00,35,22/02/2009,2021-09-18 04:59:59,63,2009,2,22,4,2009-02-22 04:00:00,04:00:00,6,Weekend,1
21496,21496,40.030542,116.359963,2009-02-22 05:59:00,35,22/02/2009,2021-09-18 05:59:59,63,2009,2,22,5,2009-02-22 05:00:00,05:00:00,6,Weekend,1
21497,21497,40.030381,116.360012,2009-02-22 06:45:00,35,22/02/2009,2021-09-18 06:45:19,63,2009,2,22,6,2009-02-22 06:00:00,06:00:00,6,Weekend,1
21498,21498,40.030149,116.36001,2009-02-22 07:32:00,35,22/02/2009,2021-09-18 07:32:19,63,2009,2,22,7,2009-02-22 07:00:00,07:00:00,6,Weekend,1
21499,21499,40.03057,116.360506,2009-02-22 08:14:00,35,22/02/2009,2021-09-18 08:14:19,78,2009,2,22,8,2009-02-22 08:00:00,08:00:00,6,Weekend,1
21500,21500,40.01337,116.296516,2009-02-22 08:57:00,35,22/02/2009,2021-09-18 08:57:24,63,2009,2,22,8,2009-02-22 08:00:00,08:00:00,6,Weekend,1
21501,21501,39.990668,116.330066,2009-02-22 09:40:00,35,22/02/2009,2021-09-18 09:40:29,63,2009,2,22,9,2009-02-22 09:00:00,09:00:00,6,Weekend,1
21502,21502,39.990925,116.330199,2009-02-22 10:59:00,35,22/02/2009,2021-09-18 10:59:59,63,2009,2,22,10,2009-02-22 10:00:00,10:00:00,6,Weekend,1
21503,21503,39.990563,116.329945,2009-02-22 11:59:00,35,22/02/2009,2021-09-18 11:59:59,63,2009,2,22,11,2009-02-22 11:00:00,11:00:00,6,Weekend,1
21504,21504,39.990563,116.330092,2009-02-22 12:59:00,35,22/02/2009,2021-09-18 12:59:34,63,2009,2,22,12,2009-02-22 12:00:00,12:00:00,6,Weekend,1
21505,21505,40.013471,116.296488,2009-02-22 13:57:00,35,22/02/2009,2021-09-18 13:57:19,63,2009,2,22,13,2009-02-22 13:00:00,13:00:00,6,Weekend,1
21506,21506,40.005193,116.312182,2009-02-22 21:59:00,35,22/02/2009,2021-09-18 21:59:59,63,2009,2,22,21,2009-02-22 21:00:00,21:00:00,6,Weekend,1
21507,21507,39.981696,116.320991,2009-02-22 22:11:00,35,22/02/2009,2021-09-18 22:11:59,63,2009,2,22,22,2009-02-22 22:00:00,22:00:00,6,Weekend,1
21508,21508,39.981856,116.321383,2009-02-22 23:59:00,35,22/02/2009,2021-09-18 23:59:59,63,2009,2,22,23,2009-02-22 23:00:00,23:00:00,6,Weekend,1
21509,21509,39.981719,116.326824,2009-02-23 00:58:00,35,23/02/2009,2021-09-18 00:58:19,63,2009,2,23,0,2009-02-23 00:00:00,00:00:00,0,Weekend,1
21510,21510,39.968194,116.301076,2009-02-23 01:45:00,35,23/02/2009,2021-09-18 01:45:09,63,2009,2,23,1,2009-02-23 01:00:00,01:00:00,0,Weekend,1
21511,21511,39.977865,116.300509,2009-02-23 02:47:00,35,23/02/2009,2021-09-18 02:47:29,63,2009,2,23,2,2009-02-23 02:00:00,02:00:00,0,Weekend,1
21512,21512,39.978203,116.300671,2009-02-23 04:59:00,35,23/02/2009,2021-09-18 04:59:59,63,2009,2,23,4,2009-02-23 04:00:00,04:00:00,0,Weekend,1
21513,21513,39.974975,116.324878,2009-02-23 05:59:00,35,23/02/2009,2021-09-18 05:59:59,63,2009,2,23,5,2009-02-23 05:00:00,05:00:00,0,Weekend,1
21514,21514,39.973627,116.333761,2009-02-23 06:03:00,35,23/02/2009,2021-09-18 06:03:49,63,2009,2,23,6,2009-02-23 06:00:00,06:00:00,0,Weekend,1
21515,21515,39.981813,116.321212,2009-02-23 08:13:00,35,23/02/2009,2021-09-18 08:13:43,63,2009,2,23,8,2009-02-23 08:00:00,08:00:00,0,Weekend,1
21516,21516,39.991023,116.330146,2009-02-23 10:59:00,35,23/02/2009,2021-09-18 10:59:58,63,2009,2,23,10,2009-02-23 10:00:00,10:00:00,0,Weekend,1
21517,21517,39.990644,116.330025,2009-02-23 11:59:00,35,23/02/2009,2021-09-18 11:59:58,63,2009,2,23,11,2009-02-23 11:00:00,11:00:00,0,Weekend,1
21518,21518,39.990498,116.330084,2009-02-23 12:59:00,35,23/02/2009,2021-09-18 12:59:58,63,2009,2,23,12,2009-02-23 12:00:00,12:00:00,0,Weekend,1
21519,21519,40.013462,116.296481,2009-02-23 13:47:00,35,23/02/2009,2021-09-18 13:47:13,63,2009,2,23,13,2009-02-23 13:00:00,13:00:00,0,Weekend,1
21520,21520,40.015338,116.311112,2009-02-23 21:59:00,35,23/02/2009,2021-09-18 21:59:58,63,2009,2,23,21,2009-02-23 21:00:00,21:00:00,0,Weekend,1
21521,21521,39.981806,116.321123,2009-02-23 22:13:00,35,23/02/2009,2021-09-18 22:13:03,63,2009,2,23,22,2009-02-23 22:00:00,22:00:00,0,Weekend,1
21596,21596,40.030087,116.362406,2009-01-03 00:59:00,35,01/03/2009,2021-09-18 00:59:57,78,2009,3,1,0,2009-01-03 00:00:00,00:00:00,6,Weekend,1
21597,21597,40.030256,116.362584,2009-01-03 01:59:00,35,01/03/2009,2021-09-18 01:59:57,78,2009,3,1,1,2009-01-03 01:00:00,01:00:00,6,Weekend,1
21598,21598,40.030283,116.362385,2009-01-03 02:53:00,35,01/03/2009,2021-09-18 02:53:17,78,2009,3,1,2,2009-01-03 02:00:00,02:00:00,6,Weekend,1
21599,21599,40.030389,116.360472,2009-01-03 03:24:00,35,01/03/2009,2021-09-18 03:24:22,78,2009,3,1,3,2009-01-03 03:00:00,03:00:00,6,Weekend,1
21600,21600,40.030248,116.359995,2009-01-03 03:52:00,35,01/03/2009,2021-09-18 03:52:37,63,2009,3,1,3,2009-01-03 03:00:00,03:00:00,6,Weekend,1
21601,21601,40.030674,116.36004,2009-01-03 04:59:00,35,01/03/2009,2021-09-18 04:59:57,63,2009,3,1,4,2009-01-03 04:00:00,04:00:00,6,Weekend,1
21602,21602,40.030111,116.360061,2009-01-03 05:16:00,35,01/03/2009,2021-09-18 05:16:42,63,2009,3,1,5,2009-01-03 05:00:00,05:00:00,6,Weekend,1
21603,21603,40.030457,116.360609,2009-01-03 06:02:00,35,01/03/2009,2021-09-18 06:02:42,78,2009,3,1,6,2009-01-03 06:00:00,06:00:00,6,Weekend,1
21604,21604,39.968072,116.300474,2009-01-03 06:48:00,35,01/03/2009,2021-09-18 06:48:02,63,2009,3,1,6,2009-01-03 06:00:00,06:00:00,6,Weekend,1
21605,21605,39.96813,116.300419,2009-01-03 07:59:00,35,01/03/2009,2021-09-18 07:59:57,63,2009,3,1,7,2009-01-03 07:00:00,07:00:00,6,Weekend,1
21606,21606,39.974534,116.300364,2009-01-03 08:59:00,35,01/03/2009,2021-09-18 08:59:57,63,2009,3,1,8,2009-01-03 08:00:00,08:00:00,6,Weekend,1
21607,21607,39.990703,116.330284,2009-01-03 09:59:00,35,01/03/2009,2021-09-18 09:59:57,63,2009,3,1,9,2009-01-03 09:00:00,09:00:00,6,Weekend,1
21608,21608,39.990665,116.329954,2009-01-03 10:59:00,35,01/03/2009,2021-09-18 10:59:57,63,2009,3,1,10,2009-01-03 10:00:00,10:00:00,6,Weekend,1
21609,21609,39.990474,116.330152,2009-01-03 11:45:00,35,01/03/2009,2021-09-18 11:45:47,63,2009,3,1,11,2009-01-03 11:00:00,11:00:00,6,Weekend,1
21610,21610,39.990245,116.330571,2009-01-03 12:59:00,35,01/03/2009,2021-09-18 12:59:57,63,2009,3,1,12,2009-01-03 12:00:00,12:00:00,6,Weekend,1
21611,21611,40.013372,116.297513,2009-01-03 13:49:00,35,01/03/2009,2021-09-18 13:49:07,63,2009,3,1,13,2009-01-03 13:00:00,13:00:00,6,Weekend,1
21612,21612,40.013463,116.296469,2009-01-03 14:24:00,35,01/03/2009,2021-09-18 14:24:17,63,2009,3,1,14,2009-01-03 14:00:00,14:00:00,6,Weekend,1
21613,21613,40.005164,116.312888,2009-01-03 21:59:00,35,01/03/2009,2021-09-18 21:59:55,63,2009,3,1,21,2009-01-03 21:00:00,21:00:00,6,Weekend,1
21614,21614,39.981838,116.32112,2009-01-03 22:09:00,35,01/03/2009,2021-09-18 22:09:25,63,2009,3,1,22,2009-01-03 22:00:00,22:00:00,6,Weekend,1
21615,21615,39.981582,116.321399,2009-01-03 23:59:00,35,01/03/2009,2021-09-18 23:59:55,63,2009,3,1,23,2009-01-03 23:00:00,23:00:00,6,Weekend,1
21616,21616,39.981765,116.326385,2009-02-03 00:39:00,35,02/03/2009,2021-09-18 00:39:10,63,2009,3,2,0,2009-02-03 00:00:00,00:00:00,0,Weekend,1
21617,21617,39.974551,116.343117,2009-02-03 01:42:00,35,02/03/2009,2021-09-18 01:42:15,63,2009,3,2,1,2009-02-03 01:00:00,01:00:00,0,Weekend,1
21618,21618,39.97513,116.319247,2009-02-03 02:59:00,35,02/03/2009,2021-09-18 02:59:55,63,2009,3,2,2,2009-02-03 02:00:00,02:00:00,0,Weekend,1
21619,21619,39.977947,116.300517,2009-02-03 03:09:00,35,02/03/2009,2021-09-18 03:09:55,63,2009,3,2,3,2009-02-03 03:00:00,03:00:00,0,Weekend,1
21620,21620,39.974405,116.304929,2009-02-03 05:59:00,35,02/03/2009,2021-09-18 05:59:55,63,2009,3,2,5,2009-02-03 05:00:00,05:00:00,0,Weekend,1
21621,21621,39.973351,116.333709,2009-02-03 06:10:00,35,02/03/2009,2021-09-18 06:10:35,63,2009,3,2,6,2009-02-03 06:00:00,06:00:00,0,Weekend,1
21622,21622,39.981138,116.322308,2009-02-03 07:54:00,35,02/03/2009,2021-09-18 07:54:25,63,2009,3,2,7,2009-02-03 07:00:00,07:00:00,0,Weekend,1
21623,21623,39.981807,116.321166,2009-02-03 08:20:00,35,02/03/2009,2021-09-18 08:20:30,63,2009,3,2,8,2009-02-03 08:00:00,08:00:00,0,Weekend,1
21624,21624,40.013457,116.296466,2009-02-03 11:47:00,35,02/03/2009,2021-09-18 11:47:25,63,2009,3,2,11,2009-02-03 11:00:00,11:00:00,0,Weekend,1
21625,21625,40.00814,116.31245,2009-02-03 21:59:00,35,02/03/2009,2021-09-18 21:59:56,63,2009,3,2,21,2009-02-03 21:00:00,21:00:00,0,Weekend,1
21626,21626,39.981763,116.321139,2009-02-03 22:09:00,35,02/03/2009,2021-09-18 22:09:36,63,2009,3,2,22,2009-02-03 22:00:00,22:00:00,0,Weekend,1
21627,21627,39.98176,116.321312,2009-02-03 23:59:00,35,02/03/2009,2021-09-18 23:59:56,63,2009,3,2,23,2009-02-03 23:00:00,23:00:00,0,Weekend,1
21699,21699,40.017484,116.31253,2009-08-03 01:59:00,35,08/03/2009,2021-09-18 01:59:55,63,2009,3,8,1,2009-08-03 01:00:00,01:00:00,6,Weekend,1
21700,21700,40.030368,116.360474,2009-08-03 02:17:00,35,08/03/2009,2021-09-18 02:17:50,78,2009,3,8,2,2009-08-03 02:00:00,02:00:00,6,Weekend,1
21701,21701,40.030331,116.360291,2009-08-03 02:17:00,35,08/03/2009,2021-09-18 02:17:55,63,2009,3,8,2,2009-08-03 02:00:00,02:00:00,6,Weekend,1
21702,21702,40.030262,116.360045,2009-08-03 03:59:00,35,08/03/2009,2021-09-18 03:59:55,63,2009,3,8,3,2009-08-03 03:00:00,03:00:00,6,Weekend,1
21703,21703,40.030375,116.360602,2009-08-03 04:53:00,35,08/03/2009,2021-09-18 04:53:30,78,2009,3,8,4,2009-08-03 04:00:00,04:00:00,6,Weekend,1
21704,21704,40.027057,116.343025,2009-08-03 04:59:00,35,08/03/2009,2021-09-18 04:59:55,63,2009,3,8,4,2009-08-03 04:00:00,04:00:00,6,Weekend,1
21705,21705,40.013406,116.296524,2009-08-03 05:40:00,35,08/03/2009,2021-09-18 05:40:40,63,2009,3,8,5,2009-08-03 05:00:00,05:00:00,6,Weekend,1
21706,21706,40.016537,116.309653,2009-08-03 09:59:00,35,08/03/2009,2021-09-18 09:59:55,63,2009,3,8,9,2009-08-03 09:00:00,09:00:00,6,Weekend,1
21707,21707,39.990431,116.329893,2009-08-03 10:59:00,35,08/03/2009,2021-09-18 10:59:55,63,2009,3,8,10,2009-08-03 10:00:00,10:00:00,6,Weekend,1
21708,21708,39.990516,116.330495,2009-08-03 11:59:00,35,08/03/2009,2021-09-18 11:59:55,63,2009,3,8,11,2009-08-03 11:00:00,11:00:00,6,Weekend,1
21709,21709,39.990181,116.330321,2009-08-03 12:59:00,35,08/03/2009,2021-09-18 12:59:55,63,2009,3,8,12,2009-08-03 12:00:00,12:00:00,6,Weekend,1
21710,21710,40.013363,116.296565,2009-08-03 13:37:00,35,08/03/2009,2021-09-18 13:37:30,63,2009,3,8,13,2009-08-03 13:00:00,13:00:00,6,Weekend,1
21711,21711,40.013503,116.296469,2009-08-03 15:24:00,35,08/03/2009,2021-09-18 15:24:20,63,2009,3,8,15,2009-08-03 15:00:00,15:00:00,6,Weekend,1
21712,21712,40.013657,116.297964,2009-08-03 21:59:00,35,08/03/2009,2021-09-18 21:59:56,63,2009,3,8,21,2009-08-03 21:00:00,21:00:00,6,Weekend,1
21713,21713,39.981936,116.32119,2009-08-03 22:57:00,35,08/03/2009,2021-09-18 22:57:56,63,2009,3,8,22,2009-08-03 22:00:00,22:00:00,6,Weekend,1
21714,21714,39.981599,116.321296,2009-08-03 23:31:00,35,08/03/2009,2021-09-18 23:31:51,63,2009,3,8,23,2009-08-03 23:00:00,23:00:00,6,Weekend,1
21715,21715,39.981688,116.326505,2009-09-03 00:59:00,35,09/03/2009,2021-09-18 00:59:56,63,2009,3,9,0,2009-09-03 00:00:00,00:00:00,0,Weekend,1
21716,21716,39.974634,116.343564,2009-09-03 01:50:00,35,09/03/2009,2021-09-18 01:50:11,63,2009,3,9,1,2009-09-03 01:00:00,01:00:00,0,Weekend,1
21717,21717,39.975291,116.334072,2009-09-03 02:59:00,35,09/03/2009,2021-09-18 02:59:56,63,2009,3,9,2,2009-09-03 02:00:00,02:00:00,0,Weekend,1
21718,21718,39.977697,116.300507,2009-09-03 03:10:00,35,09/03/2009,2021-09-18 03:10:26,63,2009,3,9,3,2009-09-03 03:00:00,03:00:00,0,Weekend,1
21719,21719,39.977873,116.300649,2009-09-03 04:59:00,35,09/03/2009,2021-09-18 04:59:56,63,2009,3,9,4,2009-09-03 04:00:00,04:00:00,0,Weekend,1
21720,21720,39.977974,116.300983,2009-09-03 05:59:00,35,09/03/2009,2021-09-18 05:59:56,63,2009,3,9,5,2009-09-03 05:00:00,05:00:00,0,Weekend,1
21721,21721,39.973045,116.33323,2009-09-03 06:38:00,35,09/03/2009,2021-09-18 06:38:11,63,2009,3,9,6,2009-09-03 06:00:00,06:00:00,0,Weekend,1
21722,21722,39.981861,116.321105,2009-09-03 07:28:00,35,09/03/2009,2021-09-18 07:28:36,63,2009,3,9,7,2009-09-03 07:00:00,07:00:00,0,Weekend,1
21723,21723,39.984922,116.327098,2009-09-03 10:59:00,35,09/03/2009,2021-09-18 10:59:56,63,2009,3,9,10,2009-09-03 10:00:00,10:00:00,0,Weekend,1
21724,21724,39.9905,116.330353,2009-09-03 11:59:00,35,09/03/2009,2021-09-18 11:59:56,63,2009,3,9,11,2009-09-03 11:00:00,11:00:00,0,Weekend,1
21725,21725,39.990336,116.330294,2009-09-03 12:59:00,35,09/03/2009,2021-09-18 12:59:56,63,2009,3,9,12,2009-09-03 12:00:00,12:00:00,0,Weekend,1
21726,21726,40.013492,116.296536,2009-09-03 13:59:00,35,09/03/2009,2021-09-18 13:59:56,63,2009,3,9,13,2009-09-03 13:00:00,13:00:00,0,Weekend,1
21727,21727,40.013492,116.296495,2009-09-03 14:22:00,35,09/03/2009,2021-09-18 14:22:21,63,2009,3,9,14,2009-09-03 14:00:00,14:00:00,0,Weekend,1
21728,21728,40.016104,116.307029,2009-09-03 21:59:00,35,09/03/2009,2021-09-18 21:59:56,63,2009,3,9,21,2009-09-03 21:00:00,21:00:00,0,Weekend,1
21729,21729,39.981707,116.321241,2009-09-03 22:59:00,35,09/03/2009,2021-09-18 22:59:56,63,2009,3,9,22,2009-09-03 22:00:00,22:00:00,0,Weekend,1
21730,21730,39.981588,116.321263,2009-09-03 23:59:00,35,09/03/2009,2021-09-18 23:59:56,63,2009,3,9,23,2009-09-03 23:00:00,23:00:00,0,Weekend,1
21795,21795,40.013343,116.296383,2009-03-15 00:20:00,35,15/03/2009,2021-09-18 00:20:35,63,2009,3,15,0,2009-03-15 00:00:00,00:00:00,6,Weekend,1
21796,21796,40.030418,116.360596,2009-03-15 01:57:00,35,15/03/2009,2021-09-18 01:57:25,78,2009,3,15,1,2009-03-15 01:00:00,01:00:00,6,Weekend,1
21797,21797,40.030208,116.360057,2009-03-15 01:59:00,35,15/03/2009,2021-09-18 01:59:55,63,2009,3,15,1,2009-03-15 01:00:00,01:00:00,6,Weekend,1
21798,21798,40.030245,116.360035,2009-03-15 02:17:00,35,15/03/2009,2021-09-18 02:17:55,63,2009,3,15,2,2009-03-15 02:00:00,02:00:00,6,Weekend,1
21799,21799,40.030487,116.360106,2009-03-15 03:59:00,35,15/03/2009,2021-09-18 03:59:55,63,2009,3,15,3,2009-03-15 03:00:00,03:00:00,6,Weekend,1
21800,21800,40.030293,116.359992,2009-03-15 04:56:00,35,15/03/2009,2021-09-18 04:56:35,63,2009,3,15,4,2009-03-15 04:00:00,04:00:00,6,Weekend,1
21801,21801,40.030469,116.360581,2009-03-15 05:38:00,35,15/03/2009,2021-09-18 05:38:10,78,2009,3,15,5,2009-03-15 05:00:00,05:00:00,6,Weekend,1
21802,21802,40.013432,116.297936,2009-03-15 05:59:00,35,15/03/2009,2021-09-18 05:59:55,63,2009,3,15,5,2009-03-15 05:00:00,05:00:00,6,Weekend,1
21803,21803,40.013458,116.296504,2009-03-15 06:18:00,35,15/03/2009,2021-09-18 06:18:55,63,2009,3,15,6,2009-03-15 06:00:00,06:00:00,6,Weekend,1
21804,21804,39.990537,116.329975,2009-03-15 09:59:00,35,15/03/2009,2021-09-18 09:59:55,63,2009,3,15,9,2009-03-15 09:00:00,09:00:00,6,Weekend,1
21805,21805,39.990742,116.32995,2009-03-15 10:59:00,35,15/03/2009,2021-09-18 10:59:55,63,2009,3,15,10,2009-03-15 10:00:00,10:00:00,6,Weekend,1
21806,21806,39.990561,116.330255,2009-03-15 11:59:00,35,15/03/2009,2021-09-18 11:59:55,63,2009,3,15,11,2009-03-15 11:00:00,11:00:00,6,Weekend,1
21807,21807,39.990338,116.330315,2009-03-15 12:41:00,35,15/03/2009,2021-09-18 12:41:00,63,2009,3,15,12,2009-03-15 12:00:00,12:00:00,6,Weekend,1
21808,21808,40.013483,116.296529,2009-03-15 13:59:00,35,15/03/2009,2021-09-18 13:59:55,63,2009,3,15,13,2009-03-15 13:00:00,13:00:00,6,Weekend,1
21809,21809,40.013488,116.29652,2009-03-15 14:01:00,35,15/03/2009,2021-09-18 14:01:10,63,2009,3,15,14,2009-03-15 14:00:00,14:00:00,6,Weekend,1
21810,21810,40.01339,116.29648,2009-03-15 21:46:00,35,15/03/2009,2021-09-18 21:46:55,63,2009,3,15,21,2009-03-15 21:00:00,21:00:00,6,Weekend,1
21811,21811,39.981771,116.3211,2009-03-15 22:15:00,35,15/03/2009,2021-09-18 22:15:35,63,2009,3,15,22,2009-03-15 22:00:00,22:00:00,6,Weekend,1
21812,21812,39.981898,116.326989,2009-03-16 00:59:00,35,16/03/2009,2021-09-18 00:59:55,63,2009,3,16,0,2009-03-16 00:00:00,00:00:00,0,Weekend,1
21813,21813,39.97433,116.342998,2009-03-16 01:59:00,35,16/03/2009,2021-09-18 01:59:55,63,2009,3,16,1,2009-03-16 01:00:00,01:00:00,0,Weekend,1
21814,21814,39.974206,116.342792,2009-03-16 02:58:00,35,16/03/2009,2021-09-18 02:58:20,63,2009,3,16,2,2009-03-16 02:00:00,02:00:00,0,Weekend,1
21815,21815,39.978227,116.300777,2009-03-16 03:47:00,35,16/03/2009,2021-09-18 03:47:40,63,2009,3,16,3,2009-03-16 03:00:00,03:00:00,0,Weekend,1
21816,21816,39.977928,116.300573,2009-03-16 04:59:00,35,16/03/2009,2021-09-18 04:59:55,63,2009,3,16,4,2009-03-16 04:00:00,04:00:00,0,Weekend,1
21817,21817,39.977838,116.300538,2009-03-16 05:36:00,35,16/03/2009,2021-09-18 05:36:50,63,2009,3,16,5,2009-03-16 05:00:00,05:00:00,0,Weekend,1
21818,21818,39.980025,116.327119,2009-03-16 06:59:00,35,16/03/2009,2021-09-18 06:59:58,63,2009,3,16,6,2009-03-16 06:00:00,06:00:00,0,Weekend,1
21819,21819,39.981813,116.321182,2009-03-16 07:14:00,35,16/03/2009,2021-09-18 07:14:43,63,2009,3,16,7,2009-03-16 07:00:00,07:00:00,0,Weekend,1
21820,21820,39.990461,116.330314,2009-03-16 11:59:00,35,16/03/2009,2021-09-18 11:59:58,63,2009,3,16,11,2009-03-16 11:00:00,11:00:00,0,Weekend,1
21821,21821,39.990493,116.330435,2009-03-16 12:59:00,35,16/03/2009,2021-09-18 12:59:58,63,2009,3,16,12,2009-03-16 12:00:00,12:00:00,0,Weekend,1
21822,21822,40.013484,116.296532,2009-03-16 13:46:00,35,16/03/2009,2021-09-18 13:46:08,63,2009,3,16,13,2009-03-16 13:00:00,13:00:00,0,Weekend,1
21823,21823,40.015862,116.305658,2009-03-16 21:59:00,35,16/03/2009,2021-09-18 21:59:58,63,2009,3,16,21,2009-03-16 21:00:00,21:00:00,0,Weekend,1
21824,21824,39.981861,116.321082,2009-03-16 22:11:00,35,16/03/2009,2021-09-18 22:11:33,63,2009,3,16,22,2009-03-16 22:00:00,22:00:00,0,Weekend,1
21825,21825,39.981521,116.321207,2009-03-16 23:51:00,35,16/03/2009,2021-09-18 23:51:38,63,2009,3,16,23,2009-03-16 23:00:00,23:00:00,0,Weekend,1
21896,21896,40.030211,116.359553,2009-03-22 00:59:00,35,22/03/2009,2021-09-18 00:59:59,63,2009,3,22,0,2009-03-22 00:00:00,00:00:00,6,Weekend,1
21897,21897,40.030344,116.360577,2009-03-22 01:00:00,35,22/03/2009,2021-09-18 01:00:34,78,2009,3,22,1,2009-03-22 01:00:00,01:00:00,6,Weekend,1
21898,21898,40.030315,116.360052,2009-03-22 01:07:00,35,22/03/2009,2021-09-18 01:07:17,63,2009,3,22,1,2009-03-22 01:00:00,01:00:00,6,Weekend,1
21899,21899,40.030291,116.360033,2009-03-22 02:59:00,35,22/03/2009,2021-09-18 02:59:59,63,2009,3,22,2,2009-03-22 02:00:00,02:00:00,6,Weekend,1
